DRG Definition,Provider Id,Provider Name,Provider City,Provider State, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
176 - PULMONARY EMBOLISM W/O MCC,140046,GOOD SAMARITAN REGIONAL HLTH CENTER,MOUNT VERNON,IL,13,"$17,139.46 ","$5,667.23 ","$4,627.53 "
176 - PULMONARY EMBOLISM W/O MCC,140048,ADVOCATE TRINITY HOSPITAL,CHICAGO,IL,11,"$24,570.18 ","$7,091.90 ","$6,100.18 "
176 - PULMONARY EMBOLISM W/O MCC,140049,WEST SUBURBAN MEDICAL CENTER,OAK PARK,IL,13,"$26,234.53 ","$8,321.38 ","$7,368.46 "
176 - PULMONARY EMBOLISM W/O MCC,140051,SKOKIE HOSPITAL,SKOKIE,IL,15,"$33,716.66 ","$7,868.40 ","$5,722.40 "
176 - PULMONARY EMBOLISM W/O MCC,140053,ST JOHNS HOSPITAL,SPRINGFIELD,IL,32,"$18,348.71 ","$6,769.75 ","$5,920.56 "
176 - PULMONARY EMBOLISM W/O MCC,140054,MACNEAL  HOSPITAL,BERWYN,IL,16,"$26,307.12 ","$7,701.62 ","$6,653.12 "
176 - PULMONARY EMBOLISM W/O MCC,140062,PALOS COMMUNITY HOSPITAL,PALOS HEIGHTS,IL,68,"$34,058.08 ","$6,565.57 ","$5,270.63 "
176 - PULMONARY EMBOLISM W/O MCC,140064,ST MARY MEDICAL CENTER,GALESBURG,IL,14,"$27,380.64 ","$8,012.21 ","$7,210.50 "
176 - PULMONARY EMBOLISM W/O MCC,140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,LA GRANGE,IL,24,"$28,783.04 ","$6,990.37 ","$5,316.62 "
176 - PULMONARY EMBOLISM W/O MCC,140067,SAINT FRANCIS MEDICAL CENTER,PEORIA,IL,36,"$30,373.25 ","$8,236.11 ","$5,653.58 "
176 - PULMONARY EMBOLISM W/O MCC,140080,RHC ST FRANCIS HOSPITAL,EVANSTON,IL,12,"$34,661.00 ","$8,660.41 ","$8,380.08 "
176 - PULMONARY EMBOLISM W/O MCC,140084,VISTA MEDICAL CENTER EAST,WAUKEGAN,IL,12,"$45,866.50 ","$7,193.16 ","$6,349.50 "
176 - PULMONARY EMBOLISM W/O MCC,140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,CHICAGO,IL,29,"$30,671.41 ","$11,281.44 ","$9,400.34 "
176 - PULMONARY EMBOLISM W/O MCC,140091,CARLE FOUNDATION HOSPITAL,URBANA,IL,30,"$37,371.03 ","$8,939.96 ","$5,935.06 "
176 - PULMONARY EMBOLISM W/O MCC,140093,PROVENA UNITED SAMARITANS MEDCTR-LOGAN,DANVILLE,IL,11,"$37,582.00 ","$6,166.90 ","$5,555.27 "
176 - PULMONARY EMBOLISM W/O MCC,140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,MORRIS,IL,17,"$30,410.94 ","$7,798.94 ","$4,918.35 "
176 - PULMONARY EMBOLISM W/O MCC,140113,PROVENA COVENANT MEDICAL CENTER- URBANA,URBANA,IL,21,"$25,364.90 ","$6,653.66 ","$5,367.42 "
176 - PULMONARY EMBOLISM W/O MCC,140114,SWEDISH COVENANT HOSPITAL,CHICAGO,IL,15,"$41,960.73 ","$8,399.86 ","$6,991.33 "
176 - PULMONARY EMBOLISM W/O MCC,140116,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,MCHENRY,IL,17,"$33,993.23 ","$6,093.82 ","$5,367.00 "
176 - PULMONARY EMBOLISM W/O MCC,140117,RESURRECTION MEDICAL CENTER,CHICAGO,IL,20,"$32,672.05 ","$7,565.05 ","$5,586.75 "
176 - PULMONARY EMBOLISM W/O MCC,140118,METROSOUTH MEDICAL CENTER,BLUE ISLAND,IL,17,"$26,495.82 ","$8,497.41 ","$6,116.11 "
176 - PULMONARY EMBOLISM W/O MCC,140119,RUSH UNIVERSITY MEDICAL CENTER,CHICAGO,IL,25,"$30,922.28 ","$10,267.36 ","$8,982.00 "
176 - PULMONARY EMBOLISM W/O MCC,140120,PEKIN MEMORIAL HOSPITAL,PEKIN,IL,19,"$28,951.78 ","$5,914.21 ","$5,263.89 "
176 - PULMONARY EMBOLISM W/O MCC,140122,HINSDALE HOSPITAL,HINSDALE,IL,14,"$28,405.28 ","$6,672.71 ","$5,191.71 "
176 - PULMONARY EMBOLISM W/O MCC,140124,JOHN H STROGER JR HOSPITAL,CHICAGO,IL,15,"$17,359.20 ","$12,167.46 ","$11,341.60 "
176 - PULMONARY EMBOLISM W/O MCC,140127,BROMENN HEALTHCARE,NORMAL,IL,12,"$19,274.58 ","$6,527.66 ","$6,061.33 "
176 - PULMONARY EMBOLISM W/O MCC,140130,LAKE FOREST HOSPITAL,LAKE FOREST,IL,32,"$27,609.06 ","$6,060.37 ","$5,182.00 "
176 - PULMONARY EMBOLISM W/O MCC,140133,HOLY CROSS HOSPITAL,CHICAGO,IL,13,"$25,613.53 ","$8,325.61 ","$6,327.53 "
176 - PULMONARY EMBOLISM W/O MCC,140135,DECATUR MEMORIAL HOSPITAL,DECATUR,IL,36,"$20,374.47 ","$6,163.91 ","$5,297.91 "
176 - PULMONARY EMBOLISM W/O MCC,140148,MEMORIAL MEDICAL CENTER,SPRINGFIELD,IL,56,"$18,625.94 ","$6,925.57 ","$5,755.30 "
176 - PULMONARY EMBOLISM W/O MCC,140150,UNIVERSITY OF ILLINOIS HOSPITAL,CHICAGO,IL,12,"$26,119.25 ","$12,333.58 ","$11,861.91 "
176 - PULMONARY EMBOLISM W/O MCC,140158,MERCY HOSPITAL AND MEDICAL CENTER,CHICAGO,IL,29,"$15,920.13 ","$9,755.89 ","$7,955.37 "
176 - PULMONARY EMBOLISM W/O MCC,140164,MEMORIAL HOSPITAL OF CARBONDALE,CARBONDALE,IL,13,"$15,722.30 ","$5,898.07 ","$5,029.76 "
176 - PULMONARY EMBOLISM W/O MCC,140172,FRANCISCAN ST JAMES HEALTH,OLYMPIA FIELDS,IL,52,"$30,023.82 ","$8,299.07 ","$6,872.82 "
176 - PULMONARY EMBOLISM W/O MCC,140174,PROVENA MERCY MEDICAL CENTER,AURORA,IL,18,"$34,289.55 ","$6,936.44 ","$6,382.88 "
176 - PULMONARY EMBOLISM W/O MCC,140176,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,WOODSTOCK,IL,16,"$31,815.37 ","$7,398.68 ","$5,176.87 "
176 - PULMONARY EMBOLISM W/O MCC,140179,LITTLE COMPANY OF MARY HOSPITAL,EVERGREEN PARK,IL,35,"$30,728.85 ","$6,489.94 ","$5,625.82 "
176 - PULMONARY EMBOLISM W/O MCC,140180,ST MARY & ELIZABETH MED CTR-DIVISION CAMPUS,CHICAGO,IL,15,"$39,978.46 ","$11,153.33 ","$8,329.60 "
176 - PULMONARY EMBOLISM W/O MCC,140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,CHICAGO,IL,21,"$28,876.04 ","$11,006.28 ","$8,293.57 "
176 - PULMONARY EMBOLISM W/O MCC,140185,MEMORIAL HOSPITAL,BELLEVILLE,IL,19,"$27,904.73 ","$6,557.78 ","$4,914.84 "
176 - PULMONARY EMBOLISM W/O MCC,140186,RIVERSIDE MEDICAL CENTER,KANKAKEE,IL,29,"$25,872.17 ","$7,153.10 ","$6,418.06 "
176 - PULMONARY EMBOLISM W/O MCC,140189,SARAH BUSH LINCOLN HEALTH CENTER,MATTOON,IL,30,"$17,717.76 ","$6,019.50 ","$5,116.03 "
176 - PULMONARY EMBOLISM W/O MCC,140191,INGALLS MEMORIAL HOSPITAL,HARVEY,IL,18,"$25,146.44 ","$6,687.33 ","$5,875.11 "
176 - PULMONARY EMBOLISM W/O MCC,140200,ELMHURST MEMORIAL HOSPITAL,ELMHURST,IL,34,"$35,040.05 ","$6,162.20 ","$5,267.02 "
176 - PULMONARY EMBOLISM W/O MCC,140202,ADVOCATE CONDELL MEDICAL CENTER,LIBERTYVILLE,IL,19,"$43,911.42 ","$6,718.00 ","$6,072.73 "
176 - PULMONARY EMBOLISM W/O MCC,140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,OAK LAWN,IL,32,"$29,284.53 ","$8,728.96 ","$7,169.71 "
176 - PULMONARY EMBOLISM W/O MCC,140209,METHODIST MEDICAL CENTER OF ILLINOIS,PEORIA,IL,40,"$26,641.60 ","$6,877.67 ","$6,064.17 "
176 - PULMONARY EMBOLISM W/O MCC,140211,DELNOR COMMUNITY HOSPITAL,GENEVA,IL,22,"$37,109.59 ","$6,188.18 ","$5,420.72 "
176 - PULMONARY EMBOLISM W/O MCC,140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,NEW LENOX,IL,16,"$26,616.87 ","$6,597.37 ","$5,681.62 "
176 - PULMONARY EMBOLISM W/O MCC,140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,PARK RIDGE,IL,44,"$30,153.15 ","$8,908.31 ","$7,151.90 "
176 - PULMONARY EMBOLISM W/O MCC,140228,SWEDISH AMERICAN HOSPITAL,ROCKFORD,IL,24,"$25,819.79 ","$7,345.58 ","$5,900.58 "
176 - PULMONARY EMBOLISM W/O MCC,140231,EDWARD HOSPITAL,NAPERVILLE,IL,50,"$29,899.28 ","$6,596.16 ","$5,298.98 "
176 - PULMONARY EMBOLISM W/O MCC,140233,SAINT ANTHONY MEDICAL CENTER,ROCKFORD,IL,29,"$24,512.93 ","$5,792.86 ","$4,977.55 "
176 - PULMONARY EMBOLISM W/O MCC,140239,ROCKFORD MEMORIAL HOSPITAL,ROCKFORD,IL,22,"$19,981.18 ","$7,129.36 ","$6,259.00 "
176 - PULMONARY EMBOLISM W/O MCC,140242,CENTRAL DUPAGE HOSPITAL,WINFIELD,IL,44,"$35,845.97 ","$7,380.47 ","$4,686.84 "
176 - PULMONARY EMBOLISM W/O MCC,140250,ADVOCATE SOUTH SUBURBAN HOSPITAL,HAZEL CREST,IL,20,"$25,210.20 ","$8,757.15 ","$5,181.85 "
176 - PULMONARY EMBOLISM W/O MCC,140252,NORTHWEST COMMUNITY HOSPITAL,ARLINGTON HEIGH,IL,39,"$30,912.64 ","$7,919.10 ","$5,006.07 "
176 - PULMONARY EMBOLISM W/O MCC,140258,ALEXIAN BROTHERS MEDICAL CENTER,ELK GROVE VILLA,IL,22,"$36,796.90 ","$6,294.40 ","$4,975.18 "
176 - PULMONARY EMBOLISM W/O MCC,140275,GENESIS MEDICAL CENTER ILLINI CAMPUS,SILVIS,IL,11,"$16,001.09 ","$5,922.45 ","$5,310.81 "
176 - PULMONARY EMBOLISM W/O MCC,140276,LOYOLA UNIVERSITY MEDICAL CENTER,MAYWOOD,IL,30,"$18,473.56 ","$9,607.53 ","$8,487.20 "
176 - PULMONARY EMBOLISM W/O MCC,140280,TRINITY ROCK ISLAND,ROCK ISLAND,IL,18,"$14,603.77 ","$5,870.22 ","$5,122.66 "
176 - PULMONARY EMBOLISM W/O MCC,140281,NORTHWESTERN MEMORIAL HOSPITAL,CHICAGO,IL,51,"$24,771.35 ","$9,315.47 ","$7,306.09 "
176 - PULMONARY EMBOLISM W/O MCC,140286,KISHWAUKEE COMMUNITY HOSPITAL,DEKALB,IL,14,"$32,014.35 ","$6,154.42 ","$5,267.28 "
176 - PULMONARY EMBOLISM W/O MCC,140289,ANDERSON HOSPITAL,MARYVILLE,IL,23,"$15,957.26 ","$5,573.00 ","$4,454.08 "
176 - PULMONARY EMBOLISM W/O MCC,140290,ST ALEXIUS MEDICAL CENTER,HOFFMAN ESTATES,IL,16,"$35,347.93 ","$6,531.56 ","$5,541.06 "
176 - PULMONARY EMBOLISM W/O MCC,140291,ADVOCATE GOOD SHEPHERD HOSPITAL,BARRINGTON,IL,22,"$22,862.00 ","$7,563.86 ","$5,059.63 "
176 - PULMONARY EMBOLISM W/O MCC,150002,METHODIST HOSPITALS INC,GARY,IN,28,"$19,410.89 ","$7,325.21 ","$6,524.64 "
176 - PULMONARY EMBOLISM W/O MCC,150003,FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL,LAFAYETTE,IN,20,"$16,268.20 ","$5,926.35 ","$4,606.95 "
176 - PULMONARY EMBOLISM W/O MCC,150005,HENDRICKS REGIONAL HEALTH,DANVILLE,IN,25,"$16,647.08 ","$5,871.12 ","$4,739.52 "
176 - PULMONARY EMBOLISM W/O MCC,150006,INDIANA UNIVERSITY HEALTH LA PORTE HOSPITAL,LA PORTE,IN,11,"$27,635.63 ","$7,262.45 ","$5,106.81 "
176 - PULMONARY EMBOLISM W/O MCC,150007,HOWARD REGIONAL HEALTH SYSTEM,KOKOMO,IN,13,"$14,158.69 ","$4,947.92 ","$4,338.38 "
176 - PULMONARY EMBOLISM W/O MCC,150009,CLARK MEMORIAL HOSPITAL,JEFFERSONVILLE,IN,21,"$19,492.28 ","$6,511.52 ","$5,062.19 "
176 - PULMONARY EMBOLISM W/O MCC,150011,MARION GENERAL HOSPITAL,MARION,IN,19,"$19,412.26 ","$6,167.94 ","$5,326.00 "
176 - PULMONARY EMBOLISM W/O MCC,150012,SAINT JOSEPH REGIONAL MEDICAL CENTER,MISHAWAKA,IN,17,"$21,056.52 ","$8,119.64 ","$4,821.82 "
176 - PULMONARY EMBOLISM W/O MCC,150017,LUTHERAN HOSPITAL OF INDIANA,FORT WAYNE,IN,25,"$23,659.04 ","$6,368.08 ","$5,210.00 "
176 - PULMONARY EMBOLISM W/O MCC,150018,ELKHART GENERAL HOSPITAL,ELKHART,IN,15,"$16,468.66 ","$6,383.66 ","$5,164.93 "
176 - PULMONARY EMBOLISM W/O MCC,150021,PARKVIEW REGIONAL MEDICAL CENTER,FORT WAYNE,IN,39,"$20,740.56 ","$6,511.92 ","$5,371.94 "
176 - PULMONARY EMBOLISM W/O MCC,150023,UNION HOSPITAL INC,TERRE HAUTE,IN,39,"$27,527.10 ","$6,892.79 ","$5,764.33 "
176 - PULMONARY EMBOLISM W/O MCC,150024,WILLIAM N WISHARD MEMORIAL HOSPITAL,INDIANAPOLIS,IN,11,"$11,643.54 ","$9,559.45 ","$8,636.18 "
176 - PULMONARY EMBOLISM W/O MCC,150026,IU HEALTH GOSHEN HOSPITAL,GOSHEN,IN,17,"$26,990.41 ","$6,159.64 ","$5,368.11 "
176 - PULMONARY EMBOLISM W/O MCC,150033,FRANCISCAN ST FRANCIS HEALTH - BEECH GROVE,BEECH GROVE,IN,17,"$22,910.70 ","$6,027.82 ","$5,302.88 "
176 - PULMONARY EMBOLISM W/O MCC,150034,ST MARY MEDICAL CENTER INC,HOBART,IN,13,"$25,237.15 ","$6,421.69 ","$5,601.84 "
176 - PULMONARY EMBOLISM W/O MCC,150035,PORTER VALPARAISO HOSPITAL,VALPARAISO,IN,28,"$29,146.46 ","$6,265.67 ","$5,406.28 "
176 - PULMONARY EMBOLISM W/O MCC,150037,HANCOCK REGIONAL HOSPITAL,GREENFIELD,IN,11,"$10,106.81 ","$5,980.45 ","$4,960.09 "
176 - PULMONARY EMBOLISM W/O MCC,150042,GOOD SAMARITAN HOSPITAL,VINCENNES,IN,11,"$17,018.72 ","$5,658.18 ","$4,640.72 "
176 - PULMONARY EMBOLISM W/O MCC,150044,FLOYD MEMORIAL HOSPITAL AND HEALTH SERVICES,NEW ALBANY,IN,24,"$18,779.91 ","$5,674.91 ","$4,982.54 "
176 - PULMONARY EMBOLISM W/O MCC,150048,REID HOSPITAL & HEALTH CARE SERVICES,RICHMOND,IN,26,"$14,223.76 ","$7,498.30 ","$5,779.42 "
176 - PULMONARY EMBOLISM W/O MCC,150051,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,BLOOMINGTON,IN,29,"$15,385.51 ","$6,361.37 ","$5,119.51 "
176 - PULMONARY EMBOLISM W/O MCC,150056,INDIANA UNIVERSITY HEALTH,INDIANAPOLIS,IN,39,"$31,406.38 ","$11,014.20 ","$8,358.92 "
176 - PULMONARY EMBOLISM W/O MCC,150058,MEMORIAL HOSPITAL OF SOUTH BEND,SOUTH BEND,IN,32,"$22,931.46 ","$6,763.06 ","$6,023.18 "
176 - PULMONARY EMBOLISM W/O MCC,150059,RIVERVIEW HOSPITAL,NOBLESVILLE,IN,18,"$18,741.05 ","$6,483.22 ","$5,090.16 "
176 - PULMONARY EMBOLISM W/O MCC,150065,SCHNECK MEDICAL CENTER,SEYMOUR,IN,11,"$13,479.36 ","$6,848.09 ","$4,819.81 "
176 - PULMONARY EMBOLISM W/O MCC,150069,"KING'S DAUGHTERS' HOSPITAL AND HEALTH SERVICES,THE",MADISON,IN,11,"$16,575.09 ","$6,706.09 ","$4,789.81 "
176 - PULMONARY EMBOLISM W/O MCC,150074,COMMUNITY HOSPITAL EAST,INDIANAPOLIS,IN,22,"$21,705.72 ","$6,914.27 ","$5,888.09 "
176 - PULMONARY EMBOLISM W/O MCC,150082,DEACONESS HOSPITAL INC,EVANSVILLE,IN,33,"$21,522.72 ","$5,920.72 ","$4,765.42 "
176 - PULMONARY EMBOLISM W/O MCC,150084,ST VINCENT HOSPITAL & HEALTH SERVICES,INDIANAPOLIS,IN,40,"$25,020.05 ","$7,371.70 ","$6,120.85 "
176 - PULMONARY EMBOLISM W/O MCC,150088,SAINT JOHN'S HEALTH SYSTEM,ANDERSON,IN,12,"$25,634.08 ","$6,056.66 ","$5,401.66 "
176 - PULMONARY EMBOLISM W/O MCC,150089,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,MUNCIE,IN,28,"$31,506.35 ","$7,080.07 ","$6,236.78 "
176 - PULMONARY EMBOLISM W/O MCC,150097,MAJOR HOSPITAL,SHELBYVILLE,IN,14,"$17,420.78 ","$6,423.57 ","$5,279.78 "
176 - PULMONARY EMBOLISM W/O MCC,150100,ST MARY'S MEDICAL CENTER OF EVANSVILLE INC,EVANSVILLE,IN,23,"$18,951.08 ","$6,051.08 ","$4,812.08 "
176 - PULMONARY EMBOLISM W/O MCC,150112,COLUMBUS REGIONAL HOSPITAL,COLUMBUS,IN,25,"$14,520.12 ","$6,344.84 ","$5,351.24 "
176 - PULMONARY EMBOLISM W/O MCC,150113,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,ANDERSON,IN,15,"$15,405.73 ","$6,279.00 ","$5,451.00 "
176 - PULMONARY EMBOLISM W/O MCC,150125,COMMUNITY HOSPITAL,MUNSTER,IN,20,"$18,805.05 ","$6,373.70 ","$5,474.50 "
176 - PULMONARY EMBOLISM W/O MCC,150126,FRANCISCAN ST ANTHONY HEALTH - CROWN POINT,CROWN POINT,IN,22,"$22,507.86 ","$6,416.72 ","$5,233.95 "
176 - PULMONARY EMBOLISM W/O MCC,150128,COMMUNITY HOSPITAL SOUTH,INDIANAPOLIS,IN,11,"$21,936.81 ","$5,786.27 ","$4,520.45 "
176 - PULMONARY EMBOLISM W/O MCC,150158,IU HEALTH WEST HOSPITAL,AVON,IN,12,"$24,316.91 ","$6,016.25 ","$5,169.91 "
176 - PULMONARY EMBOLISM W/O MCC,150162,FRANCISCAN ST FRANCIS HEALTH - INDIANAPOLIS,INDIANAPOLIS,IN,16,"$25,423.18 ","$6,601.68 ","$5,756.68 "
176 - PULMONARY EMBOLISM W/O MCC,150169,COMMUNITY HOSPITAL NORTH,INDIANAPOLIS,IN,12,"$17,735.25 ","$6,200.00 ","$5,353.66 "
176 - PULMONARY EMBOLISM W/O MCC,160001,MARSHALLTOWN MEDICAL & SURGICAL CENTER,MARSHALLTOWN,IA,12,"$13,507.83 ","$7,724.75 ","$4,972.16 "
176 - PULMONARY EMBOLISM W/O MCC,160016,TRINITY REGIONAL MEDICAL CENTER,FORT DODGE,IA,13,"$18,978.23 ","$6,235.92 ","$5,200.84 "
176 - PULMONARY EMBOLISM W/O MCC,160024,IOWA LUTHERAN HOSPITAL,DES MOINES,IA,13,"$20,000.53 ","$6,849.15 ","$5,898.69 "
176 - PULMONARY EMBOLISM W/O MCC,160029,MERCY HOSPITAL,IOWA CITY,IA,25,"$16,623.60 ","$5,876.84 ","$4,744.92 "
176 - PULMONARY EMBOLISM W/O MCC,160030,MARY GREELEY MEDICAL CENTER,AMES,IA,24,"$17,089.83 ","$5,910.70 ","$5,158.70 "
176 - PULMONARY EMBOLISM W/O MCC,160033,GENESIS MEDICAL CENTER-DAVENPORT,DAVENPORT,IA,27,"$15,310.62 ","$5,834.07 ","$4,677.62 "
176 - PULMONARY EMBOLISM W/O MCC,160045,ST LUKES HOSPITAL,CEDAR RAPIDS,IA,28,"$20,943.42 ","$6,321.67 ","$5,521.10 "
176 - PULMONARY EMBOLISM W/O MCC,160047,JENNIE EDMUNDSON HOSPITAL,COUNCIL BLUFFS,IA,13,"$23,574.92 ","$6,033.00 ","$5,082.53 "
176 - PULMONARY EMBOLISM W/O MCC,160057,GREAT RIVER MEDICAL CENTER,WEST BURLINGTON,IA,12,"$19,459.41 ","$6,169.33 ","$5,228.66 "
176 - PULMONARY EMBOLISM W/O MCC,160058,UNIVERSITY OF IOWA HOSPITAL & CLINICS,IOWA CITY,IA,30,"$19,869.36 ","$9,651.16 ","$7,718.96 "
176 - PULMONARY EMBOLISM W/O MCC,160064,MERCY MEDICAL CENTER-NORTH IOWA,MASON CITY,IA,24,"$19,496.12 ","$6,354.45 ","$5,063.25 "
176 - PULMONARY EMBOLISM W/O MCC,160067,COVENANT MEDICAL CENTER,WATERLOO,IA,21,"$15,236.42 ","$6,392.95 ","$5,320.95 "
176 - PULMONARY EMBOLISM W/O MCC,160069,MERCY MEDICAL CENTER-DUBUQUE,DUBUQUE,IA,19,"$15,961.10 ","$5,507.68 ","$4,345.57 "
176 - PULMONARY EMBOLISM W/O MCC,160079,MERCY MEDICAL CENTER - CEDAR RAPIDS,CEDAR RAPIDS,IA,16,"$17,101.25 ","$5,420.00 ","$4,506.25 "
176 - PULMONARY EMBOLISM W/O MCC,160082,IOWA METHODIST MEDICAL CENTER,DES MOINES,IA,44,"$25,404.04 ","$6,883.02 ","$5,601.93 "
176 - PULMONARY EMBOLISM W/O MCC,160083,MERCY MEDICAL CENTER-DES MOINES,DES MOINES,IA,39,"$17,995.79 ","$6,962.23 ","$5,164.76 "
176 - PULMONARY EMBOLISM W/O MCC,160110,ALLEN MEMORIAL HOSPITAL,WATERLOO,IA,29,"$10,578.34 ","$5,734.10 ","$4,955.62 "
176 - PULMONARY EMBOLISM W/O MCC,160117,THE FINLEY HOSPITAL,DUBUQUE,IA,15,"$16,150.86 ","$5,354.80 ","$4,608.66 "
176 - PULMONARY EMBOLISM W/O MCC,160153,MERCY MEDICAL CENTER-SIOUX CITY,SIOUX CITY,IA,15,"$23,571.40 ","$6,045.66 ","$4,591.60 "
176 - PULMONARY EMBOLISM W/O MCC,170012,SALINA REGIONAL HEALTH CENTER,SALINA,KS,25,"$18,757.00 ","$6,538.60 ","$5,188.84 "
176 - PULMONARY EMBOLISM W/O MCC,170013,HAYS MEDICAL CENTER,HAYS,KS,13,"$26,866.38 ","$7,494.00 ","$6,715.23 "
176 - PULMONARY EMBOLISM W/O MCC,170016,ST FRANCIS HEALTH CENTER INC,TOPEKA,KS,18,"$16,126.05 ","$5,703.88 ","$4,832.33 "
176 - PULMONARY EMBOLISM W/O MCC,170020,HUTCHINSON REGIONAL MEDICAL CENTER INC,HUTCHINSON,KS,23,"$24,697.65 ","$6,891.82 ","$5,950.21 "
176 - PULMONARY EMBOLISM W/O MCC,170040,UNIVERSITY OF KANSAS HOSPITAL,KANSAS CITY,KS,25,"$38,322.12 ","$9,220.56 ","$7,447.16 "
176 - PULMONARY EMBOLISM W/O MCC,170049,OLATHE MEDICAL CENTER,OLATHE,KS,16,"$22,264.18 ","$5,686.00 ","$4,841.00 "
176 - PULMONARY EMBOLISM W/O MCC,170086,STORMONT-VAIL HEALTHCARE,TOPEKA,KS,26,"$26,177.03 ","$6,346.88 ","$5,446.34 "
176 - PULMONARY EMBOLISM W/O MCC,170104,SHAWNEE MISSION MEDICAL CENTER,SHAWNEE MISSION,KS,25,"$30,092.16 ","$5,569.52 ","$4,810.00 "
176 - PULMONARY EMBOLISM W/O MCC,170122,VIA CHRISTI HOSPITALS WICHITA INC,WICHITA,KS,40,"$29,974.65 ","$7,009.10 ","$5,768.82 "
176 - PULMONARY EMBOLISM W/O MCC,170123,WESLEY MEDICAL CENTER,WICHITA,KS,16,"$38,619.50 ","$7,281.18 ","$5,423.37 "
176 - PULMONARY EMBOLISM W/O MCC,170137,LAWRENCE MEMORIAL HOSPITAL,LAWRENCE,KS,12,"$14,041.00 ","$6,514.16 ","$5,035.25 "
176 - PULMONARY EMBOLISM W/O MCC,170142,MERCY REGIONAL HEALTH CENTER,MANHATTAN,KS,11,"$11,380.09 ","$5,657.45 ","$4,640.00 "
176 - PULMONARY EMBOLISM W/O MCC,170185,SAINT LUKE'S SOUTH HOSPITAL,OVERLAND PARK,KS,13,"$37,618.38 ","$5,965.15 ","$4,572.92 "
176 - PULMONARY EMBOLISM W/O MCC,180009,KING'S DAUGHTERS' MEDICAL CENTER,ASHLAND,KY,29,"$19,987.03 ","$6,406.10 ","$5,745.82 "
176 - PULMONARY EMBOLISM W/O MCC,180010,SAINT JOSEPH HOSPITAL,LEXINGTON,KY,14,"$15,917.28 ","$5,633.00 ","$4,659.64 "
176 - PULMONARY EMBOLISM W/O MCC,180011,SAINT JOSEPH HOSPITAL LONDON,LONDON,KY,15,"$23,890.13 ","$6,564.13 ","$5,738.26 "
176 - PULMONARY EMBOLISM W/O MCC,180012,HARDIN MEMORIAL HOSPITAL,ELIZABETHTOWN,KY,25,"$10,445.08 ","$5,805.24 ","$5,084.60 "
176 - PULMONARY EMBOLISM W/O MCC,180013,THE MEDICAL CENTER AT BOWLING GREEN,BOWLING GREEN,KY,29,"$17,405.44 ","$6,912.82 ","$5,179.96 "
176 - PULMONARY EMBOLISM W/O MCC,180017,T J SAMSON COMMUNITY HOSPITAL,GLASGOW,KY,11,"$13,877.90 ","$6,680.63 ","$5,863.18 "
176 - PULMONARY EMBOLISM W/O MCC,180027,MURRAY-CALLOWAY COUNTY HOSPITAL,MURRAY,KY,12,"$12,746.00 ","$5,712.41 ","$4,466.25 "
176 - PULMONARY EMBOLISM W/O MCC,180035,ST ELIZABETH MEDICAL CENTER NORTH,COVINGTON,KY,30,"$23,473.20 ","$6,392.46 ","$5,606.46 "
176 - PULMONARY EMBOLISM W/O MCC,180038,OWENSBORO MEDICAL HEALTH SYSTEM,OWENSBORO,KY,12,"$12,244.58 ","$7,214.66 ","$6,557.00 "
176 - PULMONARY EMBOLISM W/O MCC,180040,JEWISH HOSPITAL & ST MARY'S HEALTHCARE,LOUISVILLE,KY,41,"$19,404.68 ","$7,033.70 ","$5,638.48 "
176 - PULMONARY EMBOLISM W/O MCC,180044,PIKEVILLE MEDICAL CENTER,PIKEVILLE,KY,13,"$36,367.84 ","$7,433.30 ","$6,676.15 "
176 - PULMONARY EMBOLISM W/O MCC,180048,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,DANVILLE,KY,16,"$19,991.12 ","$7,116.56 ","$5,319.43 "
176 - PULMONARY EMBOLISM W/O MCC,180051,JENNIE STUART MEDICAL CENTER,HOPKINSVILLE,KY,14,"$18,583.64 ","$5,697.35 ","$4,895.64 "
176 - PULMONARY EMBOLISM W/O MCC,180067,UNIVERSITY OF KENTUCKY HOSPITAL,LEXINGTON,KY,18,"$28,113.44 ","$10,414.66 ","$9,223.50 "
176 - PULMONARY EMBOLISM W/O MCC,180088,"NORTON HOSPITALS, INC",LOUISVILLE,KY,54,"$27,405.16 ","$6,878.24 ","$6,178.64 "
176 - PULMONARY EMBOLISM W/O MCC,180093,REGIONAL MEDICAL CENTER OF HOPKINS COUNTY,MADISONVILLE,KY,16,"$17,595.81 ","$6,044.06 ","$4,992.81 "
